,FinalURL,CustomParameter,Identifier
0,"https://www.overstock.com/Clothing-Shoes/Sunglasses/Ray_-Ban,Aviator,/brand,style,/234/dept.html?searchtype=Header","{""cidmapping"":""128505"",""dssagcrid"":""lid=43700011969488060&ds_s_kwgid=58700001461653158""}",Generic_Standard_Sunglasses
1,"https://www.overstock.com/Clothing-Shoes/Sunglasses/Ray_-Ban,Aviator,/brand,style,/234/dept.html?searchtype=Header","{""cidmapping"":""128505"",""dssagcrid"":""lid=43700011969488042&ds_s_kwgid=58700001461653158""}",Generic_Standard_Sunglasses
2,https://www.overstock.com/Clothing-Shoes/Sunglasses/234/dept.html,"{""cidmapping"":""128505"",""dssagcrid"":""lid=43700011969488105&ds_s_kwgid=58700001461653173""}",Generic_Standard_Sunglasses
3,https://www.overstock.com/Clothing-Shoes/Sunglasses/234/dept.html,"{""cidmapping"":""128505"",""dssagcrid"":""lid=43700011969488120&ds_s_kwgid=58700001461653173""}",Generic_Standard_Sunglasses
4,"https://www.overstock.com/Clothing-Shoes/Sunglasses/Ray_-Ban,Aviator,/brand,style,/234/dept.html?searchtype=Header","{""cidmapping"":""128505"",""dssagcrid"":""lid=43700011969488051&ds_s_kwgid=58700001461653158""}",Generic_Standard_Sunglasses
5,http://www.overstock.com/Clothing-Shoes/Sunglasses/234/dept.html,"{""cidmapping"":""128505"",""dssagcrid"":""lid=43700011969488108&ds_s_kwgid=58700001461653173""}",Generic_Standard_Sunglasses
6,https://www.overstock.com/Clothing-Shoes/Womens-Sunglasses/3422/cat.html,"{""cidmapping"":""128505"",""dssagcrid"":""lid=43700011969488153&ds_s_kwgid=58700001461674632""}",Generic_Standard_Sunglasses
7,"https://www.overstock.com/Clothing-Shoes/Sunglasses/Ray_-Ban,/brand,/234/dept.html?searchtype=Header","{""cidmapping"":""128505"",""dssagcrid"":""lid=43700011969488036&ds_s_kwgid=58700001461653155""}",Generic_Standard_Sunglasses
8,"https://www.overstock.com/Clothing-Shoes/Mens-Sunglasses/Ray_-Ban,/brand,/3421/cat.html","{""cidmapping"":""128505"",""dssagcrid"":""lid=43700011969488084&ds_s_kwgid=58700001461653164""}",Generic_Standard_Sunglasses
9,"https://www.overstock.com/Clothing-Shoes/Mens-Sunglasses/Ray_-Ban,/brand,/3421/cat.html","{""cidmapping"":""128505"",""dssagcrid"":""lid=43700011969488081&ds_s_kwgid=58700001461653164""}",Generic_Standard_Sunglasses
10,https://www.overstock.com/search?keywords=rayban+clubmaster&SearchType=Header,"{""cidmapping"":""128505"",""dssagcrid"":""lid=43700012790600143&ds_s_kwgid=58700001602739701""}",Generic_Standard_Sunglasses
11,https://www.overstock.com/Clothing-Shoes/Womens-Sunglasses/3422/cat.html,"{""cidmapping"":""128505"",""dssagcrid"":""lid=43700011969488150&ds_s_kwgid=58700001461674632""}",Generic_Standard_Sunglasses
12,"https://www.overstock.com/Clothing-Shoes/Sunglasses/Tom-Ford,/brand,/234/dept.html","{""cidmapping"":""128505"",""dssagcrid"":""lid=43700011969488159&ds_s_kwgid=58700001461674635""}",Generic_Standard_Sunglasses
13,"https://www.overstock.com/Clothing-Shoes/Mens-Sunglasses/Ray_-Ban,/brand,/3421/cat.html","{""cidmapping"":""128505"",""dssagcrid"":""lid=43700011969488078&ds_s_kwgid=58700001461653164""}",Generic_Standard_Sunglasses
