,FinalURL,CustomParameter,Identifier,Keyword,Keyword ID
2914,https://www.overstock.com/Bedding-Bath/Kids-Duvet-Covers/27920/subcat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014344721903&ds_s_kwgid=58700001849864606""}",Generic_Standard_Bedding,kids duvet covers,130953885
2915,"https://www.overstock.com/Bedding-Bath/Sheets/King,king,/size,k,/4549/cat.html?searchtype=guidedNav&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014345692429&ds_s_kwgid=58700001852854651""}",Generic_Standard_Bedding,king size sheets,143878858
2916,https://www.overstock.com/Bedding-Bath/Blankets/4534/cat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014336230458&ds_s_kwgid=58700001849879996""}",Generic_Standard_Bedding,blankets for sale,263910513
2917,https://www.overstock.com/Bedding-Bath/Bedspreads/7242/subcat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014344846112&ds_s_kwgid=58700001850964302""}",Generic_Standard_Bedding,bed coverlets,339975378
2918,"https://www.overstock.com/Bedding-Bath/Throws/Cashmere,/material,/4535/cat.html?sort=Recommended&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014345234072&ds_s_kwgid=58700001849921513""}",Generic_Standard_Bedding,+cashmere +throws,22238727307
2919,"https://www.overstock.com/Bedding-Bath/Sheets/On-Sale,/on__sale,/4549/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014337259242&ds_s_kwgid=58700001851001643""}",Generic_Standard_Bedding,+discount +bed +sheets,24489189353
2920,"https://www.overstock.com/Bedding-Bath/Sheets/Full,/size,/4549/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014336168694&ds_s_kwgid=58700001850912549""}",Generic_Standard_Bedding,+full +sheet,37489692837
2921,https://www.overstock.com/search?keywords=&additionalKeywords=quilt&taxonomy=dep265&sortOption=Relevance&searchtype=guidedNav&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014345550823&ds_s_kwgid=58700001852837842""}",Generic_Standard_Bedding,baby quilts,19975042
2922,https://www.overstock.com/search?keywords=&taxonomy=cat4550&searchtype=guidedNav&additionalKeywords=silk&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014347006231&ds_s_kwgid=58700001851025103""}",Generic_Standard_Bedding,silk pillowcases,52080071
2923,https://www.overstock.com/search?keywords=&taxonomy=dep454&searchtype=guidedNav&additionalKeywords=southwest&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014344823249&ds_s_kwgid=58700001849910794""}",Generic_Standard_Bedding,southwest bedding,53172826
2924,https://www.overstock.com/Bedding-Bath/Sheets/4549/cat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014337714600&ds_s_kwgid=58700001849993648""}",Generic_Standard_Bedding,extra deep pocket sheets,123631660
2925,"https://www.overstock.com/Bedding-Bath/Fashion-Bedding/Twin,bedding-set,/size,k,/454/dept.html?searchtype=guidedNav&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014337637038&ds_s_kwgid=58700001849958533""}",Generic_Standard_Bedding,twin bedding sets,138235003
2926,"https://www.overstock.com/Bedding-Bath/Pillowcases/Euro-Square,Shams,/size,type,/4550/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014345697539&ds_s_kwgid=58700001849953847""}",Generic_Standard_Bedding,euro shams,160813685
2927,"https://www.overstock.com/Bedding-Bath/Blankets-Throws/Rayon-from-Bamboo,/material,/452/dept.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014345508688&ds_s_kwgid=58700001849855306""}",Generic_Standard_Bedding,bamboo blankets,2105172095
2928,https://www.overstock.com/Bedding-Bath/Comforter-Sets/4538/cat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014337046899&ds_s_kwgid=58700001849946377""}",Generic_Standard_Bedding,+comforters,18861635303
2929,"https://www.overstock.com/Bedding-Bath/Blankets/White,/color,/4534/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014346074087&ds_s_kwgid=58700001852916436""}",Generic_Standard_Bedding,+white +blankets,22261463473
2930,https://www.overstock.com/Bedding-Bath/Quilts/1984/subcat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014346252491&ds_s_kwgid=58700001851027101""}",Generic_Standard_Bedding,+donna +sharp +quilt,30599538972
2931,"https://www.overstock.com/Home-Garden/Beds/Daybed,/bed-style,/2013/subcat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014346554008&ds_s_kwgid=58700001851001541""}",Generic_Standard_Bedding,day beds,25473660
2932,"https://www.overstock.com/Bedding-Bath/Comforter-Sets/Queen,/size,/4538/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014345561723&ds_s_kwgid=58700001849915447""}",Generic_Standard_Bedding,queen comforter,44672592
2933,https://www.overstock.com/Bedding-Bath/Bed-in-a-Bag/4537/cat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014345511142&ds_s_kwgid=58700001849856419""}",Generic_Standard_Bedding,bed in the bags,3007858701
2934,"https://www.overstock.com/Bedding-Bath/Sheets/Pima-Cotton,/material,/4549/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014345550034&ds_s_kwgid=58700001852837839""}",Generic_Standard_Bedding,+pima +cotton +sheets,21493393277
2935,https://www.overstock.com/Bedding-Bath/Sheets/4549/cat.html?sort=Lowest%20Price&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014346220655&ds_s_kwgid=58700001851025049""}",Generic_Standard_Bedding,discount sheets,33602531
2936,https://www.overstock.com/Bedding-Bath/Sheets/4549/cat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014345399158&ds_s_kwgid=58700001850898707""}",Generic_Standard_Bedding,wamsutta sheet,49576392
2937,"https://www.overstock.com/Bedding-Bath/Sheets/California-King,/size,/4549/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014345675722&ds_s_kwgid=58700001849876390""}",Generic_Standard_Bedding,cal king sheets,49577442
2938,https://www.overstock.com/Bedding-Bath/Blankets-Throws/452/dept.html?TID=TN:BB:BlanketsAndThrows&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014344667348&ds_s_kwgid=58700001849856332""}",Generic_Standard_Bedding,throws and blankets,123802900
2939,"https://www.overstock.com/Bedding-Bath/Comforter-Sets/Queen,/size,/4538/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014345561699&ds_s_kwgid=58700001849915447""}",Generic_Standard_Bedding,queen comforters,144106638
2940,"https://www.overstock.com/Bedding-Bath/Sheets/Tommy-Hilfiger,/brand,/4549/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014346231005&ds_s_kwgid=58700001851023768""}",Generic_Standard_Bedding,tommy hilfiger sheet,166182000
2941,"https://www.overstock.com/Home-Garden/Kids-Beds/Daybed,/bed-style,/6407/subcat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700014344749455&ds_s_kwgid=58700001852837548""}",Generic_Standard_Bedding,kids daybeds,484767624
