,FinalURL,CustomParameter,Identifier,Results
29,"https://www.overstock.com/Bedding-Bath/Blankets-Throws/Down,/material,/452/dept.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492388861&ds_s_kwgid=58700002118792488"",""mkwid"":""165462742488922""}",Experiment-Bedding Geo Jan 24,14
30,https://www.overstock.com/Bedding-Bath/Blankets/4534/cat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017497943710&ds_s_kwgid=58700002118788759"",""mkwid"":""181607574387501""}",Experiment-Bedding Geo Jan 24,1898
31,"https://www.overstock.com/Bedding-Bath/Sheets/Pima-Cotton,/material,/4549/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017497816933&ds_s_kwgid=58700002120426865"",""mkwid"":""215861217824969""}",Experiment-Bedding Geo Jan 24,13
32,"https://www.overstock.com/Bedding-Bath/Sheets-Pillowcases/Silk,/material,/459/dept.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017497834690&ds_s_kwgid=58700002120427120"",""mkwid"":""257366061825843""}",Experiment-Bedding Geo Jan 24,16
33,"https://www.overstock.com/Bedding-Bath/Down-Pillows/Goose-Down,/fill-type,/759/subcat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492422545&ds_s_kwgid=58700002118792629"",""mkwid"":""28547349849309""}",Experiment-Bedding Geo Jan 24,70
34,"https://www.overstock.com/Home-Garden/Beds/Daybed,Wood,/bed-style,material,/2013/subcat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017497954694&ds_s_kwgid=58700002117572453"",""mkwid"":""193266925276712""}",Experiment-Bedding Geo Jan 24,48
35,https://www.overstock.com/search?keywords=&taxonomy=cat4543&searchtype=guidedNav&additionalKeywords=sports&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498150174&ds_s_kwgid=58700002120326146"",""mkwid"":""254524405216723""}",Experiment-Bedding Geo Jan 24,719
36,"https://www.overstock.com/search?keywords=luxury+sheets&taxonomy=sto43&ralt=sto39,sto45,sto1&TID=AR:TRUE&searchtype=Header&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492370069&ds_s_kwgid=58700002120453814"",""mkwid"":""118137394465851""}",Experiment-Bedding Geo Jan 24,581
37,https://www.overstock.com/Bedding-Bath/Kids-Sheets/27922/subcat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498109650&ds_s_kwgid=58700002120301792"",""mkwid"":""171289431448755""}",Experiment-Bedding Geo Jan 24,208
38,https://www.overstock.com/search?keywords=&taxonomy=cat4550&searchtype=guidedNav&additionalKeywords=silk&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498184218&ds_s_kwgid=58700002120427096"",""mkwid"":""264936527590485""}",Experiment-Bedding Geo Jan 24,34
39,https://www.overstock.com/Bedding-Bath/Sheets/4549/cat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492417397&ds_s_kwgid=58700002117710498"",""mkwid"":""182279007504068""}",Experiment-Bedding Geo Jan 24,1516
40,https://www.overstock.com/Bedding-Bath/Mattress-Pads-Toppers/456/dept.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492306967&ds_s_kwgid=58700002118789566"",""mkwid"":""156526716879908""}",Experiment-Bedding Geo Jan 24,978
41,https://www.overstock.com/Bedding-Bath/Sheets/4549/cat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492417400&ds_s_kwgid=58700002117710498"",""mkwid"":""186792912399945""}",Experiment-Bedding Geo Jan 24,1516
42,https://www.overstock.com/Bedding-Bath/Blankets-Throws/452/dept.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498204276&ds_s_kwgid=58700002120427552"",""mkwid"":""151082158346194""}",Experiment-Bedding Geo Jan 24,6106
43,https://www.overstock.com/search?keywords=coverlet&taxonomy=cat4541&sortOption=Relevance&additionalKeywords=coverlet&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498090297&ds_s_kwgid=58700002118626228"",""mkwid"":""140269047103390""}",Experiment-Bedding Geo Jan 24,1106
44,https://www.overstock.com/Bedding-Bath/Pillows/4547/cat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017497957864&ds_s_kwgid=58700002118789413"",""mkwid"":""233287117507971""}",Experiment-Bedding Geo Jan 24,1123
45,"https://www.overstock.com/Bedding-Bath/Quilts/Blue,blue,/color,k,/1984/subcat.html?searchtype=guidedNav&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498492144&ds_s_kwgid=58700002117710597"",""mkwid"":""13084289783653""}",Experiment-Bedding Geo Jan 24,718
46,"https://www.overstock.com/Bedding-Bath/Comforter-Sets/Faux-Fur,/material,/4538/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498096192&ds_s_kwgid=58700002118615935"",""mkwid"":""65031631795384""}",Experiment-Bedding Geo Jan 24,17
47,"https://www.overstock.com/Bedding-Bath/Fashion-Bedding/Clearance,set,/clearance,k,/454/dept.html?searchtype=guidedNav&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492303580&ds_s_kwgid=58700002118789563"",""mkwid"":""249835904063449""}",Experiment-Bedding Geo Jan 24,87
48,"https://www.overstock.com/Bedding-Bath/Blankets/King,/size,/11250/subcat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017497850689&ds_s_kwgid=58700002118764777"",""mkwid"":""92085951535896""}",Experiment-Bedding Geo Jan 24,292
49,https://www.overstock.com/Bedding-Bath/Heated-Electric-Blankets/27837/subcat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492303556&ds_s_kwgid=58700002118789560"",""mkwid"":""147552524139524""}",Experiment-Bedding Geo Jan 24,30
50,"https://www.overstock.com/Bedding-Bath/Fashion-Bedding/Brown,brown-set,/color,k,/454/dept.html?searchtype=guidedNav&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498025604&ds_s_kwgid=58700002118792044"",""mkwid"":""246554155896509""}",Experiment-Bedding Geo Jan 24,991
51,"https://www.overstock.com/Bedding-Bath/Duvet-Covers/Full,/size,/4540/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017497706431&ds_s_kwgid=58700002118626183"",""mkwid"":""136356998876431""}",Experiment-Bedding Geo Jan 24,687
52,"https://www.overstock.com/Bedding-Bath/Pillowcases/King,/size,/4550/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492358876&ds_s_kwgid=58700002120453046"",""mkwid"":""275040252440091""}",Experiment-Bedding Geo Jan 24,3081
53,https://www.overstock.com/search?keywords=&taxonomy=dep454&searchtype=guidedNav&additionalKeywords=boho&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498367956&ds_s_kwgid=58700002120452551"",""mkwid"":""99538133638178""}",Experiment-Bedding Geo Jan 24,59
54,"https://www.overstock.com/Bedding-Bath/Bedspreads/Queen,/size,/7242/subcat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492096820&ds_s_kwgid=58700002120322129"",""mkwid"":""172646152719373""}",Experiment-Bedding Geo Jan 24,192
55,https://www.overstock.com/Bedding-Bath/Blankets/11250/subcat.html?sort=On%20Sale&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498178635&ds_s_kwgid=58700002117550118"",""mkwid"":""270781685902025""}",Experiment-Bedding Geo Jan 24,1878
56,"https://www.overstock.com/Bedding-Bath/Fashion-Bedding/Twin,set,/size,k,/454/dept.html?searchtype=guidedNav&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498030528&ds_s_kwgid=58700002117572510"",""mkwid"":""227013058895121""}",Experiment-Bedding Geo Jan 24,1259
57,"https://www.overstock.com/search?keywords=boys+bedding&taxonomy=sto43&ralt=sto5,dep455,dep454&TID=AR:TRUE&searchtype=Header&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498178521&ds_s_kwgid=58700002117550112"",""mkwid"":""32116600080906""}",Experiment-Bedding Geo Jan 24,733
58,https://www.overstock.com/search?keywords=flannel+blankets&SearchType=Header&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498199608&ds_s_kwgid=58700002117550157"",""mkwid"":""154389848955709""}",Experiment-Bedding Geo Jan 24,23
59,https://www.overstock.com/search?keywords=&taxonomy=sub6309&searchtype=guidedNav&additionalKeywords=receiving&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492219880&ds_s_kwgid=58700002118732164"",""mkwid"":""196353883154181""}",Experiment-Bedding Geo Jan 24,91
60,https://www.overstock.com/Bedding-Bath/Memory-Foam-Mattress-Toppers/4545/cat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498367767&ds_s_kwgid=58700002120452542"",""mkwid"":""214910510439317""}",Experiment-Bedding Geo Jan 24,365
61,https://www.overstock.com/search?keywords=&taxonomy=sub27918&searchtype=guidedNav&additionalKeywords=toddler+bedding+set&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498220482&ds_s_kwgid=58700002120427588"",""mkwid"":""263145372476385""}",Experiment-Bedding Geo Jan 24,70
62,https://www.overstock.com/Bedding-Bath/Fashion-Bedding/454/dept.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017497784194&ds_s_kwgid=58700002120322171"",""mkwid"":""36167356916020""}",Experiment-Bedding Geo Jan 24,9966
63,https://www.overstock.com/Bedding-Bath/Blankets-Throws/452/dept.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492097054&ds_s_kwgid=58700002120322132"",""mkwid"":""239274294379092""}",Experiment-Bedding Geo Jan 24,6106
64,"https://www.overstock.com/Bedding-Bath/Quilts/Queen,/size,/1984/subcat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498203976&ds_s_kwgid=58700002120427150"",""mkwid"":""124026648802230""}",Experiment-Bedding Geo Jan 24,1607
65,"https://www.overstock.com/Bedding-Bath/Fashion-Bedding/Western,/style,/454/dept.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498332418&ds_s_kwgid=58700002120450802"",""mkwid"":""47081829004706""}",Experiment-Bedding Geo Jan 24,77
66,"https://www.overstock.com/Bedding-Bath/Quilts/Vintage,/style,/1984/subcat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492183874&ds_s_kwgid=58700002120427615"",""mkwid"":""234542739661823""}",Experiment-Bedding Geo Jan 24,227
67,"https://www.overstock.com/Bedding-Bath/Pillows/Wedge,/pillow-type,/4547/cat.html?sort=Recommended&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498069377&ds_s_kwgid=58700002118791261"",""mkwid"":""279140412949892""}",Experiment-Bedding Geo Jan 24,28
68,https://www.overstock.com/Bedding-Bath/Bedskirts/4530/cat.html?sort=Top+Sellers&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492367330&ds_s_kwgid=58700002118792668"",""mkwid"":""181422607858796""}",Experiment-Bedding Geo Jan 24,456
69,https://www.overstock.com/search?keywords=&taxonomy=sub2013&refinebed+style=Daybed&refinecolor=White&searchtype=guidedNav&additionalKeywords=white+finish&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492267889&ds_s_kwgid=58700002118788144"",""mkwid"":""117925501992232""}",Experiment-Bedding Geo Jan 24,33
70,"https://www.overstock.com/Bedding-Bath/Blankets/California-King~King,/size,/11250/subcat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492367156&ds_s_kwgid=58700002118792596"",""mkwid"":""118080612575111""}",Experiment-Bedding Geo Jan 24,293
71,"https://www.overstock.com/Bedding-Bath/Quilts-Bedspreads/Queen,/size,/4541/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498029139&ds_s_kwgid=58700002118626108"",""mkwid"":""71888228019386""}",Experiment-Bedding Geo Jan 24,1705
72,https://www.overstock.com/search?keywords=&taxonomy=sub24843&searchtype=guidedNav&additionalKeywords=cover+set&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492124966&ds_s_kwgid=58700002120322231"",""mkwid"":""63241915696479""}",Experiment-Bedding Geo Jan 24,82
73,"https://www.overstock.com/Bedding-Bath/Comforter-Sets/On-Sale,/on__sale,/4538/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498089720&ds_s_kwgid=58700002120452674"",""mkwid"":""105580906024774""}",Experiment-Bedding Geo Jan 24,2298
74,"https://www.overstock.com/Bedding-Bath/Quilts/Red,Red,/color,k,/1984/subcat.html?searchtype=guidedNav&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498199638&ds_s_kwgid=58700002117550160"",""mkwid"":""107638413031999""}",Experiment-Bedding Geo Jan 24,263
75,"https://www.overstock.com/Bedding-Bath/Bedspreads/Full~Full-_--Queen,/size,/7242/subcat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492252571&ds_s_kwgid=58700002120448867"",""mkwid"":""168741885451819""}",Experiment-Bedding Geo Jan 24,154
76,"https://www.overstock.com/Home-Garden/Kids-Beds/Daybed,/bed-style,/6407/subcat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492181465&ds_s_kwgid=58700002120427600"",""mkwid"":""158471505133172""}",Experiment-Bedding Geo Jan 24,129
77,https://www.overstock.com/search?keywords=&taxonomy=dep454&searchtype=guidedNav&additionalKeywords=comforter+and+bedspreads&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492129148&ds_s_kwgid=58700002120322249"",""mkwid"":""218880148816224""}",Experiment-Bedding Geo Jan 24,132
78,"https://www.overstock.com/Bedding-Bath/Duvet-Covers/White,white,/color,k,/4540/cat.html?searchtype=guidedNav&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498477699&ds_s_kwgid=58700002117710570"",""mkwid"":""62097180282535""}",Experiment-Bedding Geo Jan 24,11
79,https://www.overstock.com/Bedding-Bath/Pillowcases/4550/cat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498302133&ds_s_kwgid=58700002118788660"",""mkwid"":""181255148969695""}",Experiment-Bedding Geo Jan 24,4576
80,"https://www.overstock.com/search?keywords=bed+pillow+protectors&taxonomy=sto43&ralt=sto8,sto35,sto1&TID=AR:TRUE&searchtype=Header","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498008429&ds_s_kwgid=58700002118790547"",""mkwid"":""127346526619068""}",Experiment-Bedding Geo Jan 24,52
81,https://www.overstock.com/Bedding-Bath/Blankets-Throws/452/dept.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498204258&ds_s_kwgid=58700002120427552"",""mkwid"":""80123571281821""}",Experiment-Bedding Geo Jan 24,6106
82,https://www.overstock.com/search?keywords=&taxonomy=dep454&searchtype=guidedNav&additionalKeywords=bed+cover&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498219579&ds_s_kwgid=58700002120427582"",""mkwid"":""71373477909740""}",Experiment-Bedding Geo Jan 24,457
83,https://www.overstock.com/Bedding-Bath/Bed-in-a-Bag/4537/cat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498141246&ds_s_kwgid=58700002120301822"",""mkwid"":""160356838853559""}",Experiment-Bedding Geo Jan 24,944
84,https://www.overstock.com/search?keywords=&taxonomy=cat4549&searchtype=guidedNav&additionalKeywords=thread+count&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492415594&ds_s_kwgid=58700002117710483"",""mkwid"":""187609614749275""}",Experiment-Bedding Geo Jan 24,16
85,https://www.overstock.com/search?keywords=&taxonomy=sub6309&searchtype=guidedNav&additionalKeywords=receiving&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492219886&ds_s_kwgid=58700002118732164"",""mkwid"":""96831579615061""}",Experiment-Bedding Geo Jan 24,91
86,"https://www.overstock.com/Bedding-Bath/Throws/Chenille,/material,/4535/cat.html?sort=Recommended&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492405415&ds_s_kwgid=58700002117709568"",""mkwid"":""276424610185853""}",Experiment-Bedding Geo Jan 24,9
87,https://www.overstock.com/search?keywords=&taxonomy=cat4550&searchtype=guidedNav&additionalKeywords=satin&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498402123&ds_s_kwgid=58700002120449932"",""mkwid"":""80283205468481""}",Experiment-Bedding Geo Jan 24,214
88,"https://www.overstock.com/Bedding-Bath/Duvet-Covers/Twin,/size,/4540/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017491934943&ds_s_kwgid=58700002118625220"",""mkwid"":""146329085189308""}",Experiment-Bedding Geo Jan 24,2292
89,"https://www.overstock.com/Bedding-Bath/Bed-in-a-Bag/Queen,/size,/4537/cat.html?searchtype=Header&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492422755&ds_s_kwgid=58700002118792641"",""mkwid"":""57817588882224""}",Experiment-Bedding Geo Jan 24,656
90,"https://www.overstock.com/Bedding-Bath/Comforter-Sets/Cotton,/material,/4538/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498286059&ds_s_kwgid=58700002120326275"",""mkwid"":""157267731279194""}",Experiment-Bedding Geo Jan 24,995
91,https://www.overstock.com/Bedding-Bath/Daybed-Sets/4539/cat.html?,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498312249&ds_s_kwgid=58700002118788975"",""mkwid"":""286310969436356""}",Experiment-Bedding Geo Jan 24,82
92,"https://www.overstock.com/Bedding-Bath/Quilts-Bedspreads/Queen,/size,/4541/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498029154&ds_s_kwgid=58700002118626108"",""mkwid"":""163830860432274""}",Experiment-Bedding Geo Jan 24,1705
93,"https://www.overstock.com/Bedding-Bath/Quilts/King,king-quilt-sets,/size,k,/1984/subcat.html?searchtype=guidedNav&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017497951390&ds_s_kwgid=58700002120450526"",""mkwid"":""120996432856109""}",Experiment-Bedding Geo Jan 24,1150
94,"https://www.overstock.com/Bedding-Bath/Fashion-Bedding/Shabby-Chic,/style,/454/dept.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492392332&ds_s_kwgid=58700002118791282"",""mkwid"":""130357505839391""}",Experiment-Bedding Geo Jan 24,257
95,"https://www.overstock.com/Bedding-Bath/Comforter-Sets/Queen,/size,/4538/cat.html?","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498248838&ds_s_kwgid=58700002120427639"",""mkwid"":""262887481907609""}",Experiment-Bedding Geo Jan 24,2763
96,https://www.overstock.com/search?keywords=&additionalKeywords=coverlet&taxonomy=sub7242&sortOption=Relevance&searchtype=guidedNav&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017497864003&ds_s_kwgid=58700002118732113"",""mkwid"":""260200098054558""}",Experiment-Bedding Geo Jan 24,275
97,https://www.overstock.com/search?keywords=&taxonomy=sub24843&searchtype=guidedNav&additionalKeywords=cover+set&,"{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017492124969&ds_s_kwgid=58700002120322231"",""mkwid"":""76080948298412""}",Experiment-Bedding Geo Jan 24,82
98,"https://www.overstock.com/Bedding-Bath/Throws/Cashmere,/material,/4535/cat.html?sort=Recommended&","{""cidmapping"":""128506"",""dssagcrid"":""lid=43700017498088988&ds_s_kwgid=58700002117710465"",""mkwid"":""89106933010872""}",Experiment-Bedding Geo Jan 24,17
